date,prospect,url,channel,contact,stage,sent,replied,outcome,next_action,next_date,amount_usd
2026-08-26,Mushie,https://mushie.com,gmail,support@mushie.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Indie Lee,https://indielee.com,gmail,hello@indielee.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Voluspa,https://voluspa.com,gmail,customerservice@voluspa.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Maiden Home,https://maidenhome.com,gmail,support@maidenhome.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Bandit Running,https://banditrunning.com,gmail,support@banditrunning.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Burt's Bees Baby,https://burtsbeesbaby.com,gmail,info@burtsbeesbaby.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Live Tinted,https://livetinted.com,gmail,hello@livetinted.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Vilhelm Parfumerie,https://vilhelmparfumerie.com,gmail,info@vilhelmparfumerie.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Miniware,https://miniware.com,gmail,customerservice@miniware.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,purely elizabeth,https://purelyelizabeth.com,gmail,support@purelyelizabeth.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Vitruvi,https://vitruvi.com,gmail,hello@vitruvi.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Equator Coffees,https://equatorcoffees.com,gmail,info@equatorcoffees.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Intelligentsia,https://intelligentsia.com,gmail,customersupport@intelligentsiacoffee.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Taza Chocolate,https://tazachocolate.com,gmail,info@tazachocolate.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,moji masala,https://mojimasala.com,gmail,info@mojimasala.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Wildbird,https://wildbird.co,gmail,hello@wildbird.co,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Sakura Bloom,https://sakurabloom.com,gmail,hello@sakurabloom.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Topo Designs,https://topodesigns.com,gmail,info@topodesigns.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,Schoolhouse,https://schoolhouse.com,gmail,hello@schoolhouse.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,McConnell's,https://mcconnells.com,gmail,info@mcconnells.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
2026-08-26,W&P,https://wandp.com,gmail,customerservice@wandp.com,SENT,2026-08-26,,pending,follow-up,2026-08-29,250
